gameId,gameVersion,gameDuration,blueWins,blueTotalGold,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueKills,blueDeaths,blueDragons,blueHeralds,blueVoidgrubs,blueTowersDestroyed,blueGoldDiff,blueExperienceDiff,redTotalGold,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redKills,redDeaths,redDragons,redHeralds,redVoidgrubs,redTowersDestroyed,redGoldDiff,redExperienceDiff,crawled_at,blueBans,redBans,blueTop,blueJungle,blueMid,blueAdc,blueSupport,redTop,redJungle,redMid,redAdc,redSupport,server
VN2_1579523314,16.18.817.5716,915,0,15594,17284,215,56,4,17,0,0,0,0,-6857,-4437,22451,21721,261,66,17,4,0,0,3,0,6857,4437,2026-09-19 16:29:29,"Lissandra, Ezreal, Viktor, Braum, Sylas","Lee Sin, Darius, Ezreal, Viktor",Malphite,Diana,Yasuo,Yunara,Thresh,Jayce,Qiyana,Ryze,MasterYi,Pyke,VN2
VN2_1578508553,16.18.817.5716,1218,1,19895,20429,272,64,8,10,1,0,0,0,1568,759,18327,19670,186,73,10,8,0,0,3,0,-1568,-759,2026-09-19 16:29:33,"Kindred, Pyke, Bel'Veth, Nilah, LeBlanc","Zoe, Irelia, Yuumi, Soraka",Karthus,Nidalee,Pantheon,Caitlyn,Senna,Camille,Qiyana,Locke,Lucian,Nami,VN2
VN2_1566465469,16.17.810.4348,1648,0,18489,20388,273,62,7,8,0,0,3,0,759,2327,17730,18061,217,60,8,7,1,0,0,0,-759,-2327,2026-09-19 16:29:37,"Zoe, Malphite, Xerath, Amumu, Nautilus","Briar, Ezreal, Pyke",Renekton,LeeSin,Viktor,Jinx,Lulu,Aatrox,FiddleSticks,Locke,Kaisa,Shen,VN2
VN2_1570994083,16.17.810.4348,1877,1,20204,19542,252,64,10,9,1,0,0,0,917,487,19287,19055,248,66,9,10,0,0,3,0,-917,-487,2026-09-19 16:29:40,"Ezreal, Camille, Zoe","Ezreal, Rengar, Naafiri, Malphite, Xerath",Jayce,Talon,TwistedFate,Corki,Velkoz,Tryndamere,Qiyana,Viktor,Twitch,Taric,VN2
VN2_1574502229,16.17.810.4348,2282,0,16718,17869,211,62,6,8,0,0,1,0,-2040,-3350,18758,21219,253,80,8,6,1,0,2,0,2040,3350,2026-09-19 16:29:43,"Shaco, Caitlyn, Yuumi, Locke","Lissandra, Xerath, Lucian, Graves, Yuumi",Galio,Hecarim,Orianna,Yunara,Lulu,Gragas,Shyvana,Syndra,Varus,Shen,VN2
VN2_1570961242,16.17.810.4348,1704,0,17340,17316,218,56,8,10,0,0,2,0,-1718,-1837,19058,19153,256,63,10,8,1,0,1,0,1718,1837,2026-09-19 16:29:47,"Locke, Jayce, Ashe, Graves, Zoe","Irelia, LeBlanc, Yuumi, Bel'Veth, Lucian",Gwen,Shyvana,Lux,Kaisa,Lulu,Ambessa,Kindred,Talon,Viktor,Pyke,VN2
VN2_1580451950,16.18.817.5716,2055,0,20314,21211,245,69,12,9,0,0,3,0,1046,444,19268,20767,256,74,9,12,1,0,0,0,-1046,-444,2026-09-19 16:29:51,"Sylas, Syndra, Irelia, Seraphine","Lissandra, Hecarim, Lucian, Jayce, Ezreal",Skarner,Taliyah,Anivia,Jhin,Thresh,Gwen,MasterYi,Zed,Viktor,Rell,VN2
VN2_1579931774,16.18.817.5716,1638,1,18691,18216,249,54,8,7,0,0,2,0,991,-563,17700,18779,244,55,7,8,1,0,1,0,-991,563,2026-09-19 16:29:54,"Morgana, Jayce, Zed, Lee Sin","Bard, Sivir",Olaf,Hecarim,Galio,Kaisa,Leona,Camille,Graves,Ryze,Heimerdinger,Rell,VN2
VN2_1566418167,16.17.810.4348,1797,0,16792,19499,223,70,4,6,0,0,3,0,-1921,-1695,18713,21194,282,80,6,4,1,0,0,0,1921,1695,2026-09-19 16:29:58,"Nasus, Poppy, Kindred, Akshan, Leona","Nautilus, Zoe, Ezreal",Zed,Sion,Kassadin,Draven,Camille,Akali,LeeSin,Locke,Lucian,Shen,VN2
VN2_1575989055,16.18.815.9717,988,0,18030,19976,263,70,7,11,1,0,0,0,-1070,944,19100,19032,215,77,11,7,0,0,3,0,1070,-944,2026-09-19 16:30:02,"Locke, Morgana, Elise","Lee Sin, Zoe, Olaf, Pyke, Locke",Aatrox,MonkeyKing,Akali,Varus,Thresh,Darius,Chogath,Katarina,Kalista,Alistar,VN2
VN2_1579895534,16.18.817.5716,1632,0,17608,20878,247,86,5,6,1,0,0,0,21,1708,17587,19170,251,66,6,5,0,0,3,0,-21,-1708,2026-09-19 16:30:06,"Zoe, Karthus, Zac, Akali, Nautilus","Janna, Poppy, Qiyana, Vayne",Ornn,Viego,Viktor,Taliyah,Shaco,Yone,RekSai,Ryze,Corki,Nami,VN2
VN2_1583436331,16.18.817.5716,913,0,15390,17970,227,64,3,17,0,0,0,0,-5904,-4077,21294,22047,245,72,17,3,1,0,3,0,5904,4077,2026-09-19 16:30:09,"Tryndamere, Morgana, Malphite, Locke, LeBlanc","Rumble, Yuumi, Ezreal, Lee Sin",Aatrox,Rengar,Zed,Viktor,Rell,Zaahen,Naafiri,Kennen,Yunara,Shen,VN2
VN2_1575850108,16.17.810.4348,932,1,20438,21840,264,69,13,4,1,0,1,0,4697,5738,15741,16102,206,50,4,13,0,0,0,0,-4697,-5738,2026-09-19 16:30:12,"Vex, Lucian, Zoe, Galio, Lux","Vel'Koz, Viktor, Lee Sin, Leona, Zoe",Jayce,Viego,Ekko,Yunara,Shen,Kennen,Qiyana,TwistedFate,Corki,Rakan,VN2
VN2_1579416712,16.18.817.5716,1747,0,19492,20660,261,74,8,8,0,0,3,0,-234,-914,19726,21574,281,80,8,8,1,0,0,0,234,914,2026-09-19 16:30:16,"LeBlanc, Graves, Syndra, Kalista","Katarina, Lissandra, Pyke",Camille,Chogath,Anivia,Zeri,Thresh,Renekton,MasterYi,Ryze,Yunara,Milio,VN2
VN2_1561671565,16.17.810.4348,1618,1,18860,20167,239,77,8,7,0,0,3,0,1585,4013,17275,16154,200,52,7,8,0,0,0,0,-1585,-4013,2026-09-19 16:30:19,"Nasus, Locke, Renekton, Rell","Locke, Qiyana, Caitlyn, Rek'Sai, Bel'Veth",Riven,Aatrox,Galio,Jhin,Alistar,Mordekaiser,Fizz,Xerath,Kaisa,Camille,VN2
VN2_1577029897,16.18.816.5012,1744,0,18921,19187,259,73,7,6,1,0,0,0,1033,-283,17888,19470,255,72,6,7,0,0,3,0,-1033,283,2026-09-19 16:30:23,"Kindred, Soraka, Locke, Yuumi, Zoe","Zed, Graves",Irelia,LeeSin,Taliyah,Yunara,Thresh,Akali,Nocturne,Ryze,Zeri,Lulu,VN2
VN2_1574588912,16.17.810.4348,1187,0,18885,18160,235,52,13,13,0,0,0,0,-2005,-2409,20890,20569,255,48,13,13,0,0,0,0,2005,2409,2026-09-19 16:30:26,"Ambessa, Thresh, Yone, Pyke, Syndra","Nidalee, Singed, Pyke",Heimerdinger,Briar,Karthus,Caitlyn,Pantheon,KSante,JarvanIV,Orianna,Kaisa,Camille,VN2
VN2_1575999859,16.18.815.9717,922,0,17842,17057,235,56,6,14,0,0,0,0,-3186,-3604,21028,20661,230,73,14,6,1,0,3,0,3186,3604,2026-09-19 16:30:29,"Zoe, Jayce, LeBlanc, Yuumi","Evelynn, Malphite, Bel'Veth, Mel",Volibear,LeeSin,AurelionSol,Zeri,Taliyah,Akali,Jax,Nasus,Kaisa,Alistar,VN2
VN2_1573893670,16.17.810.4348,927,1,23466,21617,240,74,21,3,0,0,3,1,8465,4514,15001,17103,194,60,3,21,1,0,0,0,-8465,-4514,2026-09-19 16:30:33,"LeBlanc, Renekton, Zoe, Braum, Ashe","K'Sante, Pyke, Malphite, Zoe, Talon",Yasuo,Naafiri,Locke,TwistedFate,Pantheon,Jayce,Graves,Qiyana,Velkoz,Yuumi,VN2
VN2_1583337580,16.18.817.5716,1647,0,19923,20130,240,56,13,13,0,0,0,0,-1255,-334,21178,20464,228,74,13,13,1,0,3,0,1255,334,2026-09-19 16:30:36,"Lucian, Zed, Graves","Kindred, Lucian, Jayce, Lee Sin, Ezreal",Sett,Nocturne,Locke,Ziggs,Seraphine,Rumble,Vi,Irelia,Tristana,Pyke,VN2
VN2_1580664800,16.18.817.5716,927,0,17153,17712,229,46,5,15,0,0,0,0,-4886,-2814,22039,20526,257,73,15,5,1,0,3,0,4886,2814,2026-09-19 16:30:39,"Mel, Evelynn, Anivia, Zoe, Lux","Elise, Viktor, Zoe, Pyke, Katarina",Varus,Sylas,Zed,Zeri,Seraphine,Jayce,Chogath,Vex,Yunara,Thresh,VN2
VN2_1579168875,16.18.817.5716,923,0,18036,19276,237,66,6,12,0,0,1,0,-2021,-1161,20057,20437,232,67,12,6,1,0,2,0,2021,1161,2026-09-19 16:30:43,"Nautilus, Bel'Veth, Pyke, Kai'Sa, Nasus","Mel, Zed, Zoe, Lucian",Vladimir,Jayce,Yone,Twitch,FiddleSticks,Ornn,LeeSin,Ryze,Ezreal,Zilean,VN2
VN2_1577017144,16.18.816.5012,1239,1,21546,20840,269,77,11,6,0,0,3,0,3618,2152,17928,18688,229,66,6,11,0,0,0,0,-3618,-2152,2026-09-19 16:30:46,"Pyke, Nasus, Malzahar","Locke, Taliyah, Yuumi, LeBlanc, Nasus",Zed,Hecarim,Syndra,Sivir,Rell,Kled,LeeSin,Aurora,Zeri,Lulu,VN2
VN2_1579373497,16.18.817.5716,1577,1,17789,20690,244,72,7,8,0,0,3,0,11,1651,17778,19039,219,56,8,7,0,0,0,0,-11,-1651,2026-09-19 16:30:50,"Kindred, Ezreal, Pyke, Darius, Lissandra","Ezreal, Zed, Pyke, Ambessa",Camille,Aatrox,Yasuo,Viktor,Rell,Gangplank,Qiyana,Galio,Tristana,Seraphine,VN2
VN2_1574618611,16.17.810.4348,1357,0,18005,19774,207,75,7,13,0,0,0,0,-2001,-1348,20006,21122,266,58,13,7,0,0,3,0,2001,1348,2026-09-19 16:30:53,"Mel, Pyke, Akali, Aatrox","Olaf, Taliyah, Locke",Yone,Karthus,Pantheon,Lucian,Seraphine,Leblanc,Sylas,Zed,Aphelios,Thresh,VN2
VN2_1576556596,16.18.815.9717,2172,1,20426,20499,244,65,12,9,0,0,0,0,868,263,19558,20236,248,70,9,12,1,0,3,0,-868,-263,2026-09-19 16:30:57,"Yasuo, Thresh, Locke, Qiyana, Pyke","Qiyana, Kindred, Lucian, Locke",Ambessa,Taliyah,Lux,Tristana,Rell,Renekton,Graves,Ahri,Ezreal,Shen,VN2
VN2_1561735045,16.17.810.4348,2035,0,18064,19249,266,68,5,6,0,0,0,0,644,-540,17420,19789,245,72,6,5,1,0,3,0,-644,540,2026-09-19 16:31:00,"Blitzcrank, Jax, Yuumi, Ryze, Graves","Lee Sin, Ziggs, Bel'Veth, Ezreal, Nidalee",Yasuo,Skarner,Hwei,Yunara,Milio,Ambessa,Jayce,Malzahar,AurelionSol,Nautilus,VN2
VN2_1579326813,16.18.817.5716,1856,1,19550,20233,252,76,9,10,0,0,3,0,299,674,19251,19559,244,62,10,9,1,0,0,0,-299,-674,2026-09-19 16:31:03,"Kindred, Twitch, Pyke, Nocturne, Darius","Olaf, Qiyana, Pyke, Graves",Gwen,Karthus,Sylas,MissFortune,Briar,Galio,Chogath,Nasus,Tristana,Karma,VN2
VN2_1579386601,16.18.817.5716,1730,1,19382,20710,256,56,10,7,0,0,0,0,1973,1786,17409,18924,201,74,7,10,0,0,3,0,-1973,-1786,2026-09-19 16:31:07,"LeBlanc, Nilah, Zeri, Lee Sin, Singed","Ezreal, Qiyana, Udyr, Zed, Lucian",KSante,Nocturne,Syndra,Jhin,Alistar,Anivia,Viego,Kassadin,Aphelios,Shen,VN2
VN2_1583437956,16.18.817.5716,956,1,21093,21869,250,72,12,10,1,0,3,0,1537,1384,19556,20485,222,73,10,12,0,0,0,0,-1537,-1384,2026-09-19 16:31:10,"Diana, Kai'Sa, Elise, Yuumi, Evelynn","Zoe, Lee Sin, Morgana, Olaf, Ezreal",Ambessa,Graves,Sylas,Ahri,Seraphine,Renekton,Zyra,Zed,Lucian,Bard,VN2
KR_8378515166,16.18.817.5716,1465,0,17749,18629,242,87,4,5,0,0,3,0,542,-701,17207,19330,245,66,5,4,0,0,0,0,-542,701,2026-09-20 02:25:02,"Lee Sin, Rengar, Locke, Cassiopeia","Lulu, Yasuo, Lee Sin, Poppy, Jayce",Corki,Zyra,Katarina,Caitlyn,Karma,Teemo,Talon,Viktor,Yunara,Blitzcrank,KR
VN2_1572337757,16.17.810.4348,1528,0,20556,18630,234,46,14,12,0,0,3,0,1399,646,19157,17984,182,47,12,14,1,0,0,0,-1399,-646,2026-09-20 07:02:44,"Katarina, Sylas, Rengar, Yuumi","Ezreal, Hecarim, LeBlanc, Caitlyn, Tryndamere",Tristana,JarvanIV,Lissandra,Kaisa,Neeko,Nasus,Evelynn,Qiyana,KogMaw,Lulu,VN2
VN2_1580676704,16.18.817.5716,1843,0,17903,20302,282,68,6,2,0,0,2,0,1357,29,16546,20273,263,70,2,6,0,0,1,0,-1357,-29,2026-09-20 07:02:49,"Pyke, Qiyana, Heimerdinger, Zoe","Graves, Pyke, Yuumi, Elise, Hecarim",Rumble,Viego,Lissandra,Vayne,Shen,Aatrox,LeeSin,Syndra,Yunara,Lulu,VN2
VN2_1575112357,16.17.810.4348,926,1,19969,21580,278,80,9,4,0,0,3,0,4665,3859,15304,17721,183,59,4,9,1,0,0,0,-4665,-3859,2026-09-20 07:02:54,"Jayce, Shaco, Sivir, Naafiri","Yuumi, Zed, Sylas, Jayce, Zoe",Zaahen,Graves,Lissandra,Lux,Alistar,Ambessa,Vi,Locke,Ezreal,Zilean,VN2
VN2_1582506472,16.18.817.5716,1673,0,17216,19908,259,70,5,6,0,0,3,0,-1043,-507,18259,20415,285,72,6,5,1,0,0,0,1043,507,2026-09-20 07:02:58,Seraphine,"Locke, Graves, Yuumi, Sylas",Aatrox,Vi,Orianna,Kaisa,Lulu,Irelia,MonkeyKing,Swain,Varus,Nami,VN2
VN2_1568829056,16.17.810.4348,2421,0,18444,18083,211,65,10,11,1,0,3,0,-1051,-1546,19495,19629,228,64,11,10,0,0,0,0,1051,1546,2026-09-20 07:03:01,"Graves, LeBlanc, Lissandra, Jayce","Olaf, Milio, Viktor, Nilah",Gragas,Tryndamere,Xerath,Tristana,Alistar,Hwei,Nocturne,Akali,Lucian,Thresh,VN2
VN2_1566379994,16.17.810.4348,912,0,14781,18757,219,80,1,14,0,0,0,0,-6048,-3086,20829,21843,266,77,14,1,1,0,3,0,6048,3086,2026-09-20 07:03:05,"Locke, Thresh, Kindred, Alistar","Ambessa, Bard, Vex, Ezreal",Sion,Kayn,Syndra,Draven,Nautilus,Chogath,LeeSin,Yasuo,Viktor,Shen,VN2
VN2_1583113455,16.18.817.5716,1045,0,17977,20266,267,68,5,8,0,0,0,0,-1624,-1444,19601,21710,262,97,8,5,1,0,3,0,1624,1444,2026-09-20 07:03:08,"Nautilus, Morgana, Mel, Jarvan IV, Aatrox","Pyke, Yuumi",Zac,Qiyana,Xerath,Ezreal,Seraphine,Gragas,Hecarim,Ryze,Yunara,Thresh,VN2
VN2_1582727642,16.18.817.5716,2034,0,17675,18136,212,60,8,10,0,0,1,0,-2217,-921,19892,19057,247,69,10,8,1,0,2,0,2217,921,2026-09-20 07:03:12,"Yuumi, Hecarim, Ryze, Zoe","Tryndamere, Qiyana, Zoe, Shaco, Jax",Skarner,Nidalee,Nasus,Yunara,Rell,Aatrox,MasterYi,Galio,Zeri,Bard,VN2
VN2_1573751893,16.17.810.4348,1679,0,18968,19511,245,64,11,11,1,0,0,0,-663,-1531,19631,21042,245,74,11,11,0,0,3,0,663,1531,2026-09-20 07:03:15,"LeBlanc, Jayce, Braum, Lee Sin","Ambessa, Locke",Gwen,Graves,Ryze,Kaisa,Lulu,Jax,Viego,Anivia,Jinx,Milio,VN2
VN2_1582522679,16.18.817.5716,1537,0,20244,19328,268,58,12,14,0,0,0,0,279,-288,19965,19616,231,75,14,12,1,0,3,0,-279,288,2026-09-20 07:03:19,"Evelynn, Graves, LeBlanc, Hecarim, Camille","Nautilus, Lissandra, Zoe",Irelia,Zed,Viktor,Kaisa,Rell,Akali,Qiyana,Tristana,Jinx,Anivia,VN2
VN2_1580656967,16.18.817.5716,1687,0,17553,18343,235,50,8,13,0,0,0,0,-2459,-1092,20012,19435,218,64,13,8,1,0,3,0,2459,1092,2026-09-20 07:03:22,"Lee Sin, Qiyana, Nautilus","Tristana, Naafiri, Hecarim, Jax, Pyke",Ornn,Nocturne,Zoe,Kaisa,Rell,Sett,Khazix,Diana,Jhin,Xerath,VN2
VN2_1561086056,16.17.810.4348,1104,1,19749,18991,240,54,13,7,1,0,2,0,2794,1676,16955,17315,201,58,7,13,0,0,1,0,-2794,-1676,2026-09-20 07:03:26,"Irelia, Yuumi, Kindred, LeBlanc, Blitzcrank","Yuumi, Zoe, Nautilus, Naafiri, Irelia",Rumble,LeeSin,Aurora,Jhin,Rell,Jayce,MonkeyKing,Ahri,Lucian,Nami,VN2
VN2_1571399590,16.17.810.4348,915,1,19100,20149,254,78,7,3,1,0,3,0,3421,1736,15679,18413,256,48,3,7,0,0,0,0,-3421,-1736,2026-09-20 07:03:29,"LeBlanc, Qiyana, Aurelion Sol","LeBlanc, Yuumi, Graves",Gwen,Nidalee,Yone,Kaisa,Skarner,Jax,FiddleSticks,Fizz,Yunara,LeeSin,VN2
VN2_1582191798,16.18.817.5716,2231,0,17822,19631,246,60,6,3,0,0,2,0,1194,446,16628,19185,252,74,3,6,0,0,1,0,-1194,-446,2026-09-20 07:03:33,"Malphite, Zoe, Pyke, Thresh","Mel, Talon, Elise",Camille,Sylas,Qiyana,Xayah,Rakan,Jayce,LeeSin,Ryze,Lucian,Braum,VN2
VN2_1582540108,16.18.817.5716,1356,1,17189,18048,237,62,5,8,0,0,3,0,-2213,-1075,19402,19123,236,71,8,5,1,0,0,0,2213,1075,2026-09-20 07:03:36,"Sivir, Cho'Gath, Elise, Pyke","Taliyah, Irelia, Ambessa, Yuumi",Jayce,JarvanIV,Zoe,Heimerdinger,Rell,Aatrox,Graves,Syndra,Ezreal,Velkoz,VN2
VN2_1571439138,16.17.810.4348,1656,0,18295,20751,280,74,6,4,0,0,3,0,803,642,17492,20109,233,76,4,6,1,0,0,0,-803,-642,2026-09-20 07:03:42,"Caitlyn, Jayce, Locke, Ekko","Shaco, Hecarim, Olaf, LeBlanc, Viego",Shen,LeeSin,Ryze,Kaisa,Nautilus,Urgot,Graves,Fizz,Ezreal,Veigar,VN2
VN2_1575682432,16.17.810.4348,1616,1,19542,20295,257,67,8,3,1,0,2,0,3175,1101,16367,19194,261,62,3,8,0,0,1,0,-3175,-1101,2026-09-20 07:03:45,"Soraka, Viktor, Nautilus, K'Sante, Lee Sin","Thresh, Seraphine, Zoe, Malzahar",Yone,Qiyana,Vladimir,Jhin,Neeko,Malphite,Belveth,Yasuo,Varus,Renata,VN2
VN2_1577848965,16.18.817.5716,1361,1,20965,19278,235,66,14,7,0,0,3,0,3677,2296,17288,16982,201,59,7,14,1,0,0,0,-3677,-2296,2026-09-20 07:03:49,"Illaoi, Seraphine, Yasuo, Pyke","Caitlyn, Akali, Locke",Olaf,LeeSin,Katarina,Xayah,Thresh,Trundle,Graves,Nasus,Sylas,Braum,VN2
VN2_1571487915,16.17.810.4348,2248,0,18136,18925,240,64,7,7,1,0,0,0,-1751,-2190,19887,21115,304,74,7,7,0,0,3,0,1751,2190,2026-09-20 07:03:53,"Malphite, Zoe, Karma, LeBlanc, Lee Sin","Zoe, Braum, Pyke, Zilean",Tryndamere,Talon,Fizz,Lucian,Nami,Jax,Zed,Gwen,Yunara,Nautilus,VN2
VN2_1577102881,16.18.816.5012,1793,0,22152,19832,260,61,14,13,0,0,3,0,1831,-420,20321,20252,233,60,13,14,0,0,0,0,-1831,420,2026-09-20 07:03:57,"Malphite, Locke, Yuumi, Nautilus, Zoe","Sylas, Fiora, Karma, Evelynn",Jayce,Talon,Akali,Jhin,Nami,Ekko,JarvanIV,Katarina,Zeri,Soraka,VN2
VN2_1580696114,16.18.817.5716,810,0,18547,16508,175,72,11,15,1,0,0,0,-1978,-4203,20525,20711,247,66,15,11,0,0,3,0,1978,4203,2026-09-20 07:04:00,"Diana, Bel'Veth, Locke, Zoe, Kindred","Bel'Veth, Thresh, Lee Sin, Irelia, Blitzcrank",Yone,JarvanIV,Lux,Tristana,TwistedFate,Jax,Ekko,Sylas,MissFortune,Pyke,VN2
VN2_1571466330,16.17.810.4348,684,0,17183,17473,249,62,5,6,0,0,1,0,-976,-3457,18159,20930,266,84,6,5,1,0,2,0,976,3457,2026-09-20 07:04:03,"Caitlyn, Pyke, Shaco, Jhin","Lucian, Zoe, LeBlanc, Shaco, Viego",Yone,Trundle,Locke,Ezreal,Karma,Volibear,DrMundo,Fizz,Varus,Soraka,VN2
VN2_1582130725,16.18.817.5716,917,0,16711,17922,231,59,4,9,0,0,0,0,-2776,-1626,19487,19548,266,61,9,4,1,0,3,0,2776,1626,2026-09-20 07:04:07,"Lee Sin, Yorick, Nilah, Lucian, Katarina","Yasuo, Elise, LeBlanc, Yuumi, Hecarim",Jayce,Viego,Annie,Yunara,Seraphine,Irelia,Qiyana,Ryze,Kaisa,Nautilus,VN2
VN2_1582098409,16.18.817.5716,944,0,16934,18565,230,59,5,11,0,0,3,0,-2888,-2284,19822,20849,271,76,11,5,1,0,0,0,2888,2284,2026-09-20 07:04:10,"Darius, Shaco, Zoe, Hecarim","Twitch, Alistar, Evelynn, Shaco",Aatrox,Nidalee,Syndra,Kalista,Blitzcrank,Irelia,LeeSin,Leblanc,MissFortune,Thresh,VN2
VN2_1575377024,16.17.810.4348,1660,1,18251,18660,239,65,7,10,0,0,3,0,-1255,-1208,19506,19868,266,75,10,7,1,0,0,0,1255,1208,2026-09-20 07:04:15,"Graves, Akali, Anivia, Karma, Ezreal","Tristana, Nilah, Ambessa, Shaco",Zed,Talon,Locke,Kaisa,Alistar,Jayce,LeeSin,Lissandra,Vayne,Thresh,VN2
VN2_1582911806,16.18.817.5716,1886,1,18781,21447,271,72,8,2,0,0,2,0,2285,1939,16496,19508,255,74,2,8,1,0,1,0,-2285,-1939,2026-09-20 07:04:18,"Pyke, Jayce, Lee Sin","Locke, Zoe",Ambessa,Nocturne,Leblanc,Tristana,Milio,Camille,Nidalee,Viktor,Lucian,Rell,VN2
VN2_1573393197,16.17.810.4348,1554,1,19300,19708,248,53,10,8,1,0,2,0,326,123,18974,19585,232,66,8,10,0,0,1,0,-326,-123,2026-09-20 07:04:21,"Bard, Pyke, Poppy, Vex, Taliyah","Briar, Kha'Zix, Zoe",Ambessa,Zac,Yasuo,Tristana,Braum,Evelynn,Talon,Syndra,Kaisa,Thresh,VN2
VN2_1582513850,16.18.817.5716,924,1,19090,21021,262,76,7,7,1,0,0,0,791,655,18299,20366,262,74,7,7,0,0,3,0,-791,-655,2026-09-20 07:04:25,"LeBlanc, Pyke, Nasus, Talon, Karma","Rell, Irelia, Thresh",Renekton,Jayce,Locke,Kaisa,Nautilus,Gnar,Ambessa,Diana,Ezreal,Yuumi,VN2
VN2_1571271450,16.17.810.4348,1823,0,16514,19101,238,61,4,7,0,0,3,0,-2574,-1423,19088,20524,270,75,7,4,1,0,0,0,2574,1423,2026-09-20 07:04:29,"K'Sante, Lissandra, Malphite, Rell, Gwen","LeBlanc, Zed, Locke, Evelynn, Darius",Akali,Gragas,Qiyana,Lucian,Bard,Diana,Khazix,Fizz,Yunara,Nami,VN2
VN2_1580703657,16.18.817.5716,938,1,19442,20599,265,76,10,10,1,0,3,0,-192,1384,19634,19215,226,61,10,10,0,0,0,0,192,-1384,2026-09-20 07:04:33,"Locke, Qiyana, LeBlanc, Mordekaiser, Diana","Katarina, Naafiri, Rell, Leona, Heimerdinger",Aatrox,Kindred,Zoe,Yunara,Nautilus,Riven,Khazix,Veigar,Jhin,Syndra,VN2
VN2_1561054991,16.17.810.4348,1481,0,16929,19664,252,73,5,8,0,0,3,0,-1978,-239,18907,19903,232,68,8,5,1,0,0,0,1978,239,2026-09-20 07:04:38,"Ashe, Fiora, Zoe, Neeko","Qiyana, Vayne, LeBlanc, Nautilus, Lucian",Ornn,Hecarim,Ryze,Jhin,Thresh,Camille,Graves,Sylas,Varus,Seraphine,VN2
VN2_1575128160,16.17.810.4348,1396,1,18828,19366,189,82,9,11,1,0,3,0,-215,-1783,19043,21149,257,70,11,9,0,0,0,0,215,1783,2026-09-20 07:04:41,"Akali, Zoe, Heimerdinger, Jax, Shaco","Briar, Mel, Sivir",Malphite,MasterYi,Sylas,Zeri,Skarner,Varus,LeeSin,Leblanc,Lux,Pyke,VN2
VN2_1575078718,16.17.810.4348,1866,0,16995,19265,244,76,4,8,1,0,0,0,-2081,-1011,19076,20276,250,70,8,4,0,0,3,0,2081,1011,2026-09-20 07:04:45,"Aatrox, Kindred, Pyke, Locke","Yorick, Master Yi, Zoe, Pyke",Chogath,Viego,Viktor,Jinx,Camille,Ambessa,Graves,Qiyana,Kaisa,Xerath,VN2
VN2_1567032549,16.17.810.4348,1462,0,18461,19068,218,61,9,16,0,0,1,0,-2926,-1422,21387,20490,230,56,16,9,0,0,2,0,2926,1422,2026-09-20 07:04:49,"Pyke, Thresh, LeBlanc, Heimerdinger, Kha'Zix","Nautilus, Ambessa, Lee Sin",Jayce,Karthus,Yasuo,Ezreal,Janna,Vladimir,Talon,Locke,Yunara,Karma,VN2
VN2_1572310370,16.17.810.4348,1711,1,20130,19478,228,60,14,6,0,0,2,0,3347,2235,16783,17243,197,58,6,14,1,0,1,0,-3347,-2235,2026-09-20 07:04:52,"Akali, Master Yi, Kindred, Malphite","Hecarim, Mel, Malphite, Rengar, LeBlanc",Riven,Talon,Locke,Ashe,Seraphine,Renekton,Evelynn,Qiyana,Kaisa,Leona,VN2
VN2_1580696693,16.18.817.5716,2121,1,17383,18256,247,53,5,8,0,0,0,0,-1075,-1326,18458,19582,259,66,8,5,0,0,0,0,1075,1326,2026-09-20 07:04:56,"Irelia, Anivia, LeBlanc, Tristana, Zoe","Lulu, Jayce, Graves, Poppy",Olaf,LeeSin,Vladimir,Yunara,Thresh,Singed,Sylas,Diana,Ezreal,Lux,VN2
VN2_1580237708,16.18.817.5716,917,1,19366,20187,229,62,11,5,0,0,3,0,1930,1666,17436,18521,233,60,5,11,1,0,0,0,-1930,-1666,2026-09-20 07:05:01,"Irelia, Gangplank, Naafiri, Locke, Yunara","Pyke, Rammus, Rengar, Darius, Zoe",Nasus,Nidalee,Akshan,Caitlyn,Seraphine,Aatrox,Poppy,Yasuo,Jhin,Nami,VN2
VN2_1582081660,16.18.817.5716,943,0,18171,19322,240,42,9,11,0,0,3,0,-1508,-1612,19679,20934,260,58,11,9,0,0,0,0,1508,1612,2026-09-20 07:05:05,"LeBlanc, Nasus, Locke, Viktor, Pyke","Hecarim, Zoe, Varus, Darius",Sion,XinZhao,Xerath,Jinx,Karma,Trundle,Talon,Syndra,Kaisa,Camille,VN2
VN2_1570519480,16.17.810.4348,1267,0,19242,19663,224,57,9,12,1,0,0,0,-1578,-837,20820,20500,284,68,12,9,0,0,3,0,1578,837,2026-09-20 07:05:09,"Gangplank, Zoe, Locke, Graves, Poppy","Yasuo, Zilean, Qiyana, Nautilus",Yone,LeeSin,Xerath,Twitch,Shen,Olaf,Viego,Ziggs,Caitlyn,Seraphine,VN2
